model,train_rows,test_rows,train_r2,train_rmse,train_mae,test_r2,test_rmse,test_mae
xgboost,28571,4264,0.9573596902108797,549.0159223266278,342.4984220613025,0.8848663939994377,1170.629770368144,610.0936382777701
